season,vcaseid,no,outtrip_no,vq21,vq21a,vq22,vq22_1,vq23_1,vq23_2,vq23_3,vq23_4,vq23_5,vq23_6,vq23_7,vq23_8,vq23_9,vq23_10,vq24,vq25a,vq25a1_1,vq25a1_2,vq25b,vq26,vq26a_1,vq26a_2,vq26a_3,vq26a_4,vq26a_5,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq29,vq29a,vq29b,vq29b1_1,vq29b1_2,vq29b1_3,vq29b1_4,vq29b1_5,vq29c,vq29d,vq29e,vq29e1_1,vq29e1_2,vq29e1_3,vq29e1_4,vq29e1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
4,99110692,21091,2840,5,4,1,2,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2, , , , ,6,0,3,4,5, , , ,8,4,2,2, , , , ,5,5,3,1,7,1,1,1.456154
4,96216936,19732,2671,8,7,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,1, , , , , ,11,3,11,1, , , , ,4,5,4,1,6,5,1,2.047511
4,99120372,21548,2910,11,10,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,9,0,1, , , , , ,88,4,1, , , , , ,10,3,13,2,3,2,2,.604652
4,99115247,21299,2874,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,1, , , , , ,8,7,1, , , , , ,6,5,11,1,2,1,2,.965359
4,99208556,22609,3049,5,4,1,1,7, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2, , , , ,5,0,4,4, , , , ,88,5,1, , , , , ,7,3,5,2,5,7,2,.544723
4,99233923,23867,3225,5,4,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2, , , , ,3,0,11,4, , , , ,1,5,1, , , , , ,10,4,3,2,6,7,1,.395313
4,99114074,21234,2861,18,17,1,1,20,22,26,27, , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,17,0,1, , , , , ,1,5,4, , , , , ,11,6,11,4,8,3,2,.667811
1,96137654,5780,232,90,89,1,1,29, , , , , , , , , ,1,3, ,2,65,4, , , , , ,2, , , , , ,2, , , , ,15,0,4,3, , , , ,11,6,1, , , , , ,4,5,6,1,4,1,2,4.33255
4,96233252,20054,2715,9,8,1,1,12, , , , , , , , , ,1,3, ,2,65,3,3,4, , , ,1,4,7, , , ,2, , , , ,12,4,1, , , , , ,7,8,1, , , , , ,11,5,13,2,8,5,1,.50625
1,96149724,2134,297,5,4,1,1,12, , , , , , , , , ,1,2, , ,65,1,1,3,4,6, ,2, , , , , ,2, , , , ,11,10,5,1,2,3, , ,9,4,1, , , , , ,10,5,13,2,7,4,2,.402713
4,99101978,20625,2784,5,4,2, ,12, , , , , , , , , ,1,3, ,2,65,3,6, , , , ,2, , , , , ,2, , , , ,8,3,7,1, , , , ,1,4,1, , , , , ,11,4,11,4,6,2,2,.469
4,96152791,19035,2570,5,4,1,1,12, , , , , , , , , ,1,3, ,2,65,4, , , , , ,1,2,5, , , ,2, , , , ,8,0,1, , , , , ,5,7,1, , , , , ,5,5,12,1,1,4,1,1.453987
4,96219109,19780,2678,5,4,1,2,13, , , , , , , , , ,1,3, ,2,65,4, , , , , ,1,2,4,6, , ,2, , , , ,6,0,1, , , , , ,8,3,1, , , , , ,5,6,5,1,6,6,2,1.388087
3,96143998,12971,1714,32,31,1,2,62, , , , , , , , , ,1,3, ,1,12,4, , , , , ,1,2,4, , , ,2, , , , ,22,0,12,1,3,4, , ,12,6,1, , , , , ,6,5,4,1,9,1,2,1.13819
3,96119999,12496,1646,7,6,1,1,2, , , , , , , , , ,1,3, ,2,12,2,6, , , , ,2, , , , , ,2, , , , ,11,10,4,1, , , , ,1,10,1, , , , , ,8,6,1,2,9,1,2,.724788
4,99232401,23786,3214,8,7,1,2,2, , , , , , , , , ,1,3, ,2,12,2,2, , , , ,2, , , , , ,2, , , , ,10,10,1, , , , , ,1,2,1, , , , , ,11,5,13,2,7,6,1,.502113
3,96210250,13773,1843,5,4,1,1,9, , , , , , , , , ,1,3, ,2,12,1,6, , , , ,2, , , , , ,2, , , , ,9,8,3,1, , , , ,1,11,1, , , , , ,9,3,6,3,6,6,2,.351774
1,96214830,4960,514,5,4,1,1,4, , , , , , , , , ,1,3, ,2,12,4, , , , , ,1,1,2,4, , ,2, , , , ,8,88,6,2,3, , , ,7,9,1, , , , , ,10,2,13,2,5,7,2,.403694
2,97212975,11322,1464,5,4,1,1,4, , , , , , , , , ,1,3, ,2,12,1,3,6, , , ,2, , , , , ,2, , , , ,8,7,2,3, , , , ,1,1,1, , , , , ,9,4,11,4,6,11,2,.370153
3,98225473,17671,2370,5,4,1,1,9, , , , , , , , , ,1,3, ,2,12,1,6, , , , ,2, , , , , ,2, , , , ,8,7,1, , , , , ,1,1,1, , , , , ,10,3,11,4,4,4,2,.329419
2,96237451,8970,1150,6,5,3, ,2, , , , , , , , , ,1,3, ,2,12,1,2,3,6, , ,2, , , , , ,2, , , , ,8,5,1, , , , , ,1,8,1, , , , , ,10,3,11,2,6,5,2,.507145
4,96213579,19666,2665,9,8,1,1,2, , , , , , , , , ,1,3, ,2,12,2,2,3, , , ,2, , , , , ,2, , , , ,7,7,1, , , , , ,10,9,1, , , , , ,11,5,13,2,7,17,1,.453517
3,96207321,13718,1835,4,3,1,1,12, , , , , , , , , ,1,3, ,2,12,4, , , , , ,1,2,4,6,7, ,2, , , , ,7,0,1, , , , , ,8,11,1, , , , , ,5,5,11,2,2,7,2,1.503991
2,96213579,8299,1070,8,7,1,2,2, , , , , , , , , ,1,3, ,2,12,1,2,4, , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,10,3,1, , , , , ,11,5,13,2,7,17,1,.560518
2,96213579,8299,1071,5,4,1,2,2, , , , , , , , , ,1,3, ,2,12,1,2,4, , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,10,11,1, , , , , ,11,5,13,2,7,17,1,.427544
4,99105805,20822,2813,5,4,1,1,2, , , , , , , , , ,1,3, ,2,12,3,3, , , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,4,6,1, , , , , ,9,3,6,2,10,3,1,.436498
4,96168599,19273,2605,7,6,1,1,2, , , , , , , , , ,1,3, ,2,12,2,6, , , , ,2, , , , , ,2, , , , ,6,4,1, , , , , ,7,10,1, , , , , ,11,3,11,4,5,1,2,.567292
2,96204412,8072,1036,18,17,1,1,5, , , , , , , , , ,1,3, ,2,12,3,6, , , , ,2, , , , , ,2, , , , ,6,2,5,4, , , , ,1,9,1, , , , , ,10,3,13,1,7,9,1,1.099555
2,97205733,10948,1419,7,6,3, ,2, , , , , , , , , ,1,3, ,2,12,4, , , , , ,2, , , , , ,2, , , , ,6,0,1, , , , , ,7,88,1, , , , , ,9,2,8,2,5,4,1,.739678
3,96218674,13952,1868,7,6,1,2,13, , , , , , , , , ,1,3, ,2,12,4, , , , , ,2, , , , , ,2, , , , ,6,0,1, , , , , ,88,11,1, , , , , ,2,5,14,1,2,6,1,4.379473
4,96105324,18225,2452,5,4,1,1,2, , , , , , , , , ,1,3, ,2,12,2,6, , , , ,2, , , , , ,2, , , , ,5,4,1, , , , , ,9,1,1, , , , , ,10,1,11,2,3,4,2,.416977
2,96204224,8064,1034,4,3,1,1,2, , , , , , , , , ,1,2, , ,12,1,2, , , , ,2, , , , , ,2, , , , ,5,2,1, , , , , ,7,8,1, , , , , ,7,4,5,2,5,7,2,.870378
3,96248078,14586,1949,21,20,1,2,4, , , , , , , , , ,1,3, ,2,12,4, , , , , ,2, , , , , ,2, , , , ,5,0,1, , , , , ,4,10,1, , , , , ,10,3,13,2,7,14,1,.757307
1,96246678,3385,681,5,4,1,1,2, , , , , , , , , ,1,3, ,2,12,1,4, , , , ,2, , , , , ,2, , , , ,4,4,1, , , , , ,1,1,1, , , , , ,11,1,11,2,2,13,2,.431804
3,96204412,13646,1823,15,14,1,1,5, , , , , , , , , ,1,3, ,2,12,3,2, , , , ,2, , , , , ,2, , , , ,4,3,1, , , , , ,1,7,1, , , , , ,10,3,13,1,5,9,1,.458178
1,96235660,62,630,4,3,3, ,2, , , , , , , , , ,1,2, , ,12,1,2,3, , , ,2, , , , , ,2, , , , ,3,3,1, , , , , ,1,3,1, , , , , ,11,3,13,2,2,21,1,.79624
4,99217847,23063,3112,5,4,1,2,2, , , , , , , , , ,1,3, ,2,12,2,2, , , , ,2, , , , , ,2, , , , ,3,3,1, , , , , ,8,8,1, , , , , ,9,3,4,2,6,4,2,.415816
3,96102865,12155,1580,5,4,1,1,5, , , , , , , , , ,1,3, ,1,12,4, , , , , ,1,2, , , , ,2, , , , ,2,0,3,1,5, , , ,1,6,1, , , , , ,3,5,12,1,2,1,1,1.811255
4,99208401,22600,3046,5,4,1,1,12, , , , , , , , , ,1,2, , ,11,4, , , , , ,2, , , , , ,2, , , , ,88,0,1, , , , , ,1,1,1, , , , , ,4,5,5,2,7,5,2,1.349061
4,99131766,22045,2974,16,15,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4, , ,2, , , , ,20,0,1, , , , , ,12,11,1, , , , , ,5,6,12,1,2,2,2,1.891879
3,96251903,14653,1957,4,3,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,5,6, ,2, , , , ,15,0,1, , , , , ,9,1,1, , , , , ,8,5,11,2,10,8,2,.804378
1,96164546,2100,360,4,3,1,1,12, , , , , , , , , ,1,3, ,1,11,4, , , , , ,1,2,4, , , ,2, , , , ,14,0,10,1,3,4, , ,88,8,1, , , , , ,3,5,14,1,8,4,2,1.698939
1,96166929,5914,376,9,8,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4, , ,2, , , , ,14,0,1, , , , , ,12,5,1, , , , , ,8,3,12,2,2,1,1,1.119392
3,96156376,13193,1751,6,5,1,2,2, , , , , , , , , ,1,2, , ,11,2,3, , , , ,2, , , , , ,2, , , , ,13,3,1, , , , , ,9,3,1, , , , , ,6,3,5,2,7,4,2,.904096
3,98126330,16144,2155,6,5,1,2,24, , , , , , , , , ,1,3, ,1,11,1,1,2,3, , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,8,6,1, , , , , ,11,6,13,2,9,2,2,.548273
4,99107591,20922,2827,5,4,1,1,12, , , , , , , , , ,1,3, ,2,11,1,4, , , , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,8,1,1, , , , , ,10,5,13,1,6,1,2,.417599
4,96218451,19768,2677,5,4,1,1,12, , , , , , , , , ,1,3, ,2,11,1,3, , , , ,2, , , , , ,2, , , , ,12,8,1, , , , , ,9,11,1, , , , , ,10,4,11,2,1,11,2,.399075
3,98206242,16593,2221,10,9,1,1,12, , , , , , , , , ,1,2, , ,11,4, , , , , ,1,2,4,6, , ,2, , , , ,12,0,1, , , , , ,11,4,1, , , , , ,7,5,5,2,8,6,2,.54881
3,98122012,15940,2125,15,14,1,2,4, , , , , , , , , ,1,3, ,1,11,4, , , , , ,1,1,2,3,4, ,2, , , , ,11,0,4,1,3, , , ,1,1,1, , , , , ,8,6,3,2,10,2,1,.94493
4,96131018,18675,2512,8,7,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,6, ,2, , , , ,11,0,1, , , , , ,10,7,1, , , , , ,8,3,6,2,6,2,2,.693629
2,96155984,7492,955,5,4,1,1,4, , , , , , , , , ,1,3, ,2,11,1,2,3, , , ,2, , , , , ,2, , , , ,10,8,1, , , , , ,8,2,1, , , , , ,11,5,13,2,10,3,1,.484079
1,96121898,6044,135,12,11,1,2,8, , , , , , , , , ,1,1,2, ,11,4, , , , , ,2, , , , , ,2, , , , ,10,0,1, , , , , ,1,7,1, , , , , ,2,2,14,1,1,1,2,2.942934
2,96164874,7686,980,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,1,2,3,4, ,2, , , , ,10,0,1, , , , , ,9,7,1, , , , , ,6,5,11,2,6,1,2,.720337
2,96234358,8871,1136,10,9,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2, , , , ,10,0,6,2,5, , , ,6,4,1, , , , , ,8,5,13,2,8,11,1,.999136
2,97113404,10183,1305,7,6,1,1,12, , , , , , , , , ,1,2, , ,11,4, , , , , ,1,2,3,4,6, ,2, , , , ,10,0,1, , , , , ,9,9,1, , , , , ,6,5,4,2,7,3,2,.927615
3,96103562,12168,1582,10,9,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,5,6, ,2, , , , ,10,0,2,3, , , , ,7,2,1, , , , , ,6,6,3,2,10,2,1,1.176405
3,96217726,13927,1864,8,7,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,5, , ,2, , , , ,10,0,1, , , , , ,88,9,1, , , , , ,10,3,13,2,8,19,2,.470877
3,96224160,14075,1885,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2, , , , ,10,0,1, , , , , ,9,6,1, , , , , ,6,4,4,2,9,6,1,.998148
3,98101358,14864,1984,7,6,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,5,6,2, , , , ,10,0,1, , , , , ,1,7,1, , , , , ,5,6,12,1,3,1,2,1.407086
3,98226240,17702,2375,7,6,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2, , , , ,10,0,4,1,3,5, , ,9,4,1, , , , , ,5,3,8,1,6,16,1,2.275181
4,96118915,18459,2479,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,1,2,3,4,5,2, , , , ,10,0,1, , , , , ,1,9,1, , , , , ,6,3,11,2,7,4,2,.963923
4,99115366,21307,2875,6,5,1,1,1, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,5, ,2, , , , ,10,0,1, , , , , ,9,1,1, , , , , ,6,6,1,2,8,3,2,1.227134
1,96112440,5082,81,5,4,1,1,12, , , , , , , , , ,1,1,2, ,11,1,3, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,1,7,1, , , , , ,6,5,3,2,9,1,1,.976438
2,97226423,11931,1549,5,4,1,1,9, , , , , , , , , ,1,3, ,2,11,1,2, , , , ,2, , , , , ,2, , , , ,9,7,1, , , , , ,4,9,1, , , , , ,11,3,13,2,5,4,2,.424044
2,97214879,11407,1477,5,4,2, ,12, , , , , , , , , ,1,3, ,2,11,2,1,5, , , ,1,6,7, , , ,2, , , , ,9,6,1, , , , , ,8,8,1, , , , , ,5,6,1,2,7,13,2,1.086468
2,97116255,10329,1324,4,3,1,1,5, , , , , , , , , ,1,3, ,2,11,1,1, , , , ,2, , , , , ,2, , , , ,9,5,3,3, , , , ,11,1,1, , , , , ,9,4,11,2,6,1,2,.616644
2,96166996,7734,989,9,8,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2, , , , ,9,0,5,1,3,5, , ,7,3,1, , , , , ,6,5,4,2,8,1,2,.868165
3,98211510,16877,2255,7,6,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,2, , , , , ,2, , , , ,9,0,1, , , , , ,88,88,1, , , , , ,11,3,11,4,2,8,2,.524925
1,96219956,266,550,8,7,1,2,2, , , , , , , , , ,1,3, ,2,11,1,1,3, , , ,2, , , , , ,2, , , , ,8,7,1, , , , , ,1,1,1, , , , , ,4,5,5,2,7,6,2,.842448
1,96248107,1451,686,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,1,1,5, , , ,1,1,6, , , ,2, , , , ,8,6,4,1,2,5, , ,5,9,1, , , , , ,6,6,3,2,9,5,1,.978131
1,96121444,1320,132,8,7,1,1,12, , , , , , , , , ,1,2, , ,11,4, , , , , ,1,2,3,4,6, ,2, , , , ,8,0,1, , , , , ,88,8,1, , , , , ,6,5,11,2,3,2,2,.781068
1,96136649,5009,228,8,7,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,6, ,2, , , , ,8,0,1, , , , , ,9,1,1, , , , , ,7,6,13,2,10,1,1,1.016637
1,96204205,175,461,6,5,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,88,6,1, , , , , ,8,6,5,2,8,6,2,.627364
1,96224733,4237,579,8,7,1,2,12, , , , , , , , , ,1,2, , ,11,4, , , , , ,1,2,4,6,7, ,2, , , , ,8,0,8,2,4,5, , ,6,2,1, , , , , ,6,5,4,2,6,8,2,.783779
3,98216826,17209,2309,4,3,1,2,3, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4, , ,2, , , , ,8,0,1, , , , , ,4,2,1, , , , , ,6,6,8,2,8,6,2,1.050174
4,96103671,18194,2445,4,3,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6,7, ,2, , , , ,8,0,1, , , , , ,9,1,1, , , , , ,5,5,5,1,8,2,2,2.598218
4,99127165,21870,2954,6,5,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4, , , ,2, , , , ,8,0,1, , , , , ,88,5,1, , , , , ,9,3,11,2,4,10,2,.533777
4,99111167,21119,2843,6,5,1,1,4, , , , , , , , , ,1,3, ,2,11,2,2,3, , , ,2, , , , , ,2, , , , ,7,3,8,1,5, , , ,6,7,1, , , , , ,6,4,2,2,10,1,1,1.482626
2,96250071,9270,1183,7,6,1,1,4, , , , , , , , , ,1,3, ,2,11,3,2, , , , ,2, , , , , ,2, , , , ,7,2,7,1,2,5, , ,10,10,1, , , , , ,9,3,13,2,5,11,1,.734051
1,96120037,838,123,5,4,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,1,2,3,4, ,2, , , , ,7,0,1, , , , , ,1,8,1, , , , , ,5,3,6,1,10,2,1,1.38236
2,96118915,6567,815,4,3,1,1,12, , , , , , , , , ,1,1,3, ,11,4, , , , , ,1,1,2,3,4,6,2, , , , ,7,0,1, , , , , ,6,5,1, , , , , ,6,3,11,2,6,4,2,1.137476
2,96123689,6701,838,5,4,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6,1, ,2, , , , ,7,0,2,3, , , , ,10,8,1, , , , , ,5,5,4,1,8,10,2,1.057441
2,97102302,9631,1222,7,6,1,2,6, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4, , , ,2, , , , ,7,0,1, , , , , ,1,3,1, , , , , ,2,5,14,1,2,2,2,4.133637
2,97226044,11918,1547,7,6,1,2,4, , , , , , , , , ,1,1,3, ,11,4, , , , , ,2, , , , , ,2, , , , ,7,0,1, , , , , ,12,11,1, , , , , ,8,4,8,2,6,5,1,1.111175
2,97232149,12075,1566,6,5,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,2, , , , , ,2, , , , ,7,0,1, , , , , ,8,10,1, , , , , ,9,2,11,2,1,4,2,.488998
3,98221748,17488,2350,14,13,1,1,5, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,6,7,2, , , , ,7,0,1, , , , , ,10,9,1, , , , , ,6,5,12,2,8,4,1,1.065693
4,99221174,23223,3130,9,8,1,2,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,10,1,2,3,5, ,8,5,1, , , , , ,6,6,3,2,7,14,2,1.357774
3,98224271,17606,2364,5,4,1,1,12, , , , , , , , , ,1,3, ,2,11,1,5, , , , ,2, , , , , ,1,1, , , ,6,6,1, , , , , ,9,7,1, , , , , ,10,3,13,2,5,8,2,.348156
4,96240815,20205,2729,3,2,1,2,1, , , , , , , , , ,1,3, ,2,11,2,3, , , , ,1,3, , , , ,1,1,2,4, ,6,2,1, , , , , ,1,7,1, , , , , ,8,5,11,2,8,5,2,1.24395
1,96118613,2872,111,4,3,1,2,1, , , , , , , , , ,1,1,2, ,11,4, , , , , ,1,2,3,4, , ,2, , , , ,6,0,1, , , , , ,7,6,1, , , , , ,3,5,5,1,5,18,2,1.680643
2,96209317,8208,1060,4,3,3, ,2, , , , , , , , , ,1,1,3, ,11,4, , , , , ,1,4, , , , ,2, , , , ,6,0,1, , , , , ,1,2,1, , , , , ,8,4,1,4,8,22,1,.108759
1,96126777,4448,170,5,4,1,1,4, , , , , , , , , ,1,2, , ,11,4, , , , , ,1,2,4,6,7, ,2, , , , ,5,0,1, , , , , ,10,3,1, , , , , ,6,3,5,3,7,3,2,.610291
1,96168928,5293,384,5,4,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4, , ,2, , , , ,5,0,1, , , , , ,8,5,1, , , , , ,5,5,5,2,7,1,2,.86437
2,96131752,6918,868,5,4,1,1,1, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,1,2,3,4,5,2, , , , ,5,0,1, , , , , ,8,8,1, , , , , ,5,5,6,1,6,3,2,1.126926
2,96171418,7818,1000,7,6,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2, , , , ,5,0,1, , , , , ,10,4,1, , , , , ,5,5,11,2,8,3,2,1.477421
2,97101724,9587,1219,7,6,1,1,9, , , , , , , , , ,1,1,3, ,11,4, , , , , ,1,2,4,6, , ,2, , , , ,5,0,1, , , , , ,7,9,1, , , , , ,7,4,3,2,8,2,1,1.142397
3,98200725,16309,2180,3,2,3, ,2, , , , , , , , , ,1,2, , ,11,4, , , , , ,2, , , , , ,2, , , , ,5,0,1, , , , , ,1,3,1, , , , , ,8,4,1,4,8,22,1,.08537
4,99114821,21278,2870,6,5,1,1,13, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,65, , ,2, , , , ,5,0,6,1, , , , ,9,5,1, , , , , ,5,5,1,2,8,3,2,1.660925
3,96157717,13221,1752,6,5,1,2,13, , , , , , , , , ,1,3, ,1,11,1,1,2,3, , ,2, , , , , ,2, , , , ,4,2,1, , , , , ,1,9,1, , , , , ,6,6,1,2,8,4,2,.904096
3,98124407,16049,2141,5,4,1,1,13, , , , , , , , , ,1,3, ,1,11,3,3, , , , ,1,1,3,4,6,7,2, , , , ,4,2,2,3, , , , ,4,7,1, , , , , ,6,5,5,2,7,3,2,.644673
2,97221339,11717,1510,5,4,1,2,1, , , , , , , , , ,1,3, ,2,11,4, , , , , ,2, , , , , ,2, , , , ,4,0,1, , , , , ,5,10,1, , , , , ,9,2,13,2,5,12,1,.55299
3,96153612,13147,1740,4,3,1,2,1, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4,7, ,2, , , , ,4,0,1, , , , , ,4,7,1, , , , , ,5,5,11,2,7,1,2,1.548565
3,96209317,13762,1840,4,3,3, ,2, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,1,4, , , ,2, , , , ,4,0,1, , , , , ,1,3,1, , , , , ,8,4,1,4,8,22,1,.107438
1,96157982,1246,333,5,4,1,1,4, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,4, , , , ,2, , , , ,2,0,1, , , , , ,1,7,1, , , , , ,7,4,11,2,5,2,2,.493083
4,96146595,18930,2551,16,15,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4,6, ,2, , , , ,21,0,1, , , , , ,1,2,1, , , , , ,10,6,13,2,7,1,1,.511122
1,96154426,1018,320,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,1,2, , , , ,2, , , , , ,2, , , , ,19,8,1, , , , , ,9,7,1, , , , , ,9,2,8,2,7,2,1,.568613
1,96118542,2192,110,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4, , , ,2, , , , ,17,0,1, , , , , ,7,3,1, , , , , ,5,6,2,2,7,4,1,1.379565
2,97216386,11481,1484,15,14,2, ,1,2,6,9, , , , , , ,1,3, ,2,10,4, , , , , ,1,4, , , , ,2, , , , ,16,0,1, , , , , ,9,8,1, , , , , ,11,4,11,2,8,9,2,.510338
3,98233676,18061,2427,10,9,1,1,13, , , , , , , , , ,1,3, ,2,10,4, , , , , ,2, , , , , ,2, , , , ,16,0,1, , , , , ,1,8,1, , , , , ,4,6,3,2,10,5,1,1.650164
1,96133777,5161,206,6,5,1,1,12, , , , , , , , , ,1,3, ,2,10,3,2, , , , ,1,3,4,7, , ,2, , , , ,15,4,1, , , , , ,11,4,1, , , , , ,6,4,5,2,8,1,2,.778643
1,96232865,143,612,8,7,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4,6, , ,2, , , , ,15,0,5,4, , , , ,1,6,1, , , , , ,8,6,13,2,8,6,2,.627364
2,96153791,7456,951,10,9,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4, , , ,2, , , , ,15,0,1, , , , , ,9,7,1, , , , , ,7,5,1,2,8,1,2,.656222
4,99134506,22122,2980,10,9,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2, , , , ,2, , , , ,15,0,1, , , , , ,1,4,1, , , , , ,8,4,2,2,10,1,2,.704302
4,99213112,22846,3085,6,5,1,1,12, , , , , , , , , ,1,2, , ,10,4, , , , , ,1,2,4, , , ,2, , , , ,15,0,1, , , , , ,10,9,1, , , , , ,6,5,3,2,9,4,2,1.231694
1,96220460,1871,554,15,14,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,6, , , ,2, , , , ,14,0,6,1,4, , , ,5,8,1, , , , , ,7,4,11,2,1,5,2,.691378
1,96151807,4437,305,9,8,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4, , ,2, , , , ,13,0,1, , , , , ,1,7,1, , , , , ,8,5,3,1,8,3,2,.689826
3,98202651,16412,2196,12,11,1,1,12, , , , , , , , , ,1,3, ,1,10,4, , , , , ,1,1,2,3,4,6,2, , , , ,13,0,9,1, , , , ,88,5,1, , , , , ,7,6,1,2,8,9,2,.519885
4,96140306,18830,2535,9,8,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4, , ,2, , , , ,13,0,3,1, , , , ,9,5,1, , , , , ,9,3,11,2,5,1,2,.570779
1,96105045,4514,25,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4,5, ,2, , , , ,12,0,1, , , , , ,8,8,1, , , , , ,5,6,4,1,7,3,2,.863924
1,96251836,3061,702,5,4,3, ,2, , , , , , , , , ,1,3, ,2,10,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,1,11,1, , , , , ,8,4,13,2,1,15,1,.794573
2,97203759,10845,1403,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,1,1, , , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,9,88,1, , , , , ,6,6,11,2,1,8,2,.681852
1,96245147,3308,675,9,8,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4,5,6,2, , , , ,11,0,14,1,2,4, , ,5,8,1, , , , , ,8,3,7,2,6,13,2,.691383
2,97218413,11580,1493,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4,6, , ,2, , , , ,11,0,1, , , , , ,11,8,1, , , , , ,6,6,3,2,8,5,1,1.116398
4,96224674,19884,2696,10,9,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,1,2,3,4, ,2, , , , ,11,0,1, , , , , ,8,9,1, , , , , ,9,5,13,2,4,19,2,.56953
