no,vcaseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17_1_1,vq17_1_2,vq17_1_3,vq17_1_4,vq17_1_5,vq17_1_6,vq17_1_7,vq17_1_8,vq17_1_9,vq17_1_10,vq17_1_11,vq17_1_12,vq17_1_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,weight
174,96204959,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,2,6,2,8,6,1,.860923
175,96204205,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,2,8,6,5,2,8,6,2,.67249
176,96238375,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,6,5,2,8,6,1,1.146645
177,96224455,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,5,5,2,8,6,2,.765662
178,96256562,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,8,5,5,2,8,6,2,.67249
179,96223349,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,5,2,8,6,2,.908417
180,96243239,1,6,2,4,0,0,0, ,3,7,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,2, , , , , , ,1, , , , , , , , , ,2,0, ,5,5,5,2,8,6,2,1.279059
181,96251916,1,2,0,1,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,9,4,5,2,8,6,2,.765662
183,96245744,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,4,2,8,6,1,1.146645
184,96253201,1,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,4,2,8,6,1,1.146645
185,96243035,1,1,0,1,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,9,4,4,2,8,6,1,.849038
186,96215122,1,3,2,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,8,4,4,2,8,6,1,.860923
189,96214670,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,3,4,2,8,6,1,1.146645
191,96212426,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,9,6,3,2,8,6,1,.849038
192,96205026,1,1,0,0,0,0,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,6,3,2,8,6,1,1.146645
193,96217794,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,7,5,3,2,8,6,1,.860923
194,96219504,1,9,4,4,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,3,2,8,6,2,.908417
195,96238474,1,10,9,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,3,2,8,6,2,.908417
196,96222553,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,4,3,2,8,6,2,.67249
197,96220127,1,3,2,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,6,1,2,8,6,1,1.146645
199,96249898,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,6,1,2,8,6,2,.908417
201,96221896,1,4,0,1,3,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,5,1,2,8,6,1,1.146645
203,96237727,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,4,5,1,2,8,6,2,1.294027
204,96207415,1,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,4,1,2,8,6,1,.860923
205,96215936,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,8,5,5,1,8,6,2,.67249
206,96252151,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,5,1,8,6,2,.908417
208,96242221,1,2,0,1,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,6,4,1,8,6,2,1.294027
209,96214834,1,6,6,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,8,6,3,1,8,6,2,.67249
212,96203528,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,3,1,8,6,1,1.146645
213,96219675,1,1,1,0,0,0,0, ,3,4, , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,3,1,8,6,2,.908417
214,96215594,1,10,5,5,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,5,3,1,8,6,1,1.609612
215,96240060,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,5,5,3,1,8,6,2,1.279059
216,96204566,1,1,1,0,0,0,0, ,3,3,13, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3,0, ,7,6,1,1,8,6,2,.67249
217,96213687,1,10,6,4,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,5,6,1,1,8,6,1,1.609612
218,96242694,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,8,5,1,1,8,6,2,.67249
219,96201331,1,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,5,1,1,8,6,2,1.294027
220,96258769,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,4,5,1,1,8,6,2,1.294027
222,96209830,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,3,1,1,8,6,1,1.440703
223,96228893,1,5,5,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,4,7,6,2,.817959
224,96227931,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,3,9,4,7,6,2,.908417
226,96230384,1,3,3,0,0,0,0, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,3,4,4,7,6,1,.754955
227,96257557,1,1,0,0,0,0,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,4,13,3,7,6,2,.817959
228,96212453,1,5,3,0,2,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,3,11,3,7,6,2,.763352
229,96208118,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,3,9,3,7,6,1,.860923
232,96202796,1,3,1,1,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,7,6,2,.817959
233,96204545,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,5,13,2,7,6,1,.762878
234,96227262,1,4,3,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,5,13,2,7,6,1,.762878
235,96234645,1,3,0,2,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,5,13,2,7,6,1,.762878
236,96261055,1,1,1,0,0,0,0, ,3,2, , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,5,13,2,7,6,2,.763352
238,96201678,1,3,0,1,2,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,8,4,13,2,7,6,2,.67249
239,96253386,1,5,4,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,8,4,13,2,7,6,1,.860923
240,96223364,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,8,3,13,2,7,6,1,.860923
241,96204673,1,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,9,5,11,2,7,6,2,.765662
242,96209415,1,2,2,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,4,11,2,7,6,2,.817959
243,96253838,1,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,3,11,2,7,6,2,.817959
244,96201121,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,3,11,2,7,6,2,.765662
246,96240115,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,4,10,2,7,6,1,1.146645
247,96255859,1,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,6,3,10,2,7,6,1,1.146645
253,96225737,1,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,8,3,8,2,7,6,1,.860923
254,96261326,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,8,3,8,2,7,6,1,.860923
256,96226857,1,5,0,5,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,6,2,7,6,2,1.279059
257,96231054,1,7,0,7,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,4,6,2,7,6,2,.67249
258,96238501,1,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,4,6,2,7,6,2,.67249
261,96213880,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,6,2,7,6,1,.762878
262,96237408,1,14,12,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,10,3,6,2,7,6,1,.762878
264,96218286,1,1,0,0,0,0,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,5,5,2,7,6,2,.908417
265,96257679,1,10,5,5,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,5,2,7,6,2,1.279059
267,96201981,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,4,5,2,7,6,2,.67249
268,96242245,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,7,4,5,2,7,6,2,.67249
270,96237598,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,4,5,2,7,6,2,.908417
271,96204747,1,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,5,2,7,6,2,.67249
272,96216217,1,2,0,1,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,3,5,2,7,6,1,1.609612
273,96232870,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,6,5,4,2,7,6,1,1.146645
274,96244655,1,3,0,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,5,4,2,7,6,1,1.146645
275,96254570,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,5,4,2,7,6,1,1.146645
276,96255297,1,3,1,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,4,2,7,6,1,1.609612
277,96229702,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,7,4,4,2,7,6,1,.860923
278,96230139,1,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,9,3,4,2,7,6,1,.849038
279,96202638,1,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,3,4,2,7,6,1,1.146645
280,96203263,1,4,1,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,6,5,3,2,7,6,1,1.146645
281,96258213,1,2,0,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,3,2,7,6,2,.908417
282,96222225,1,4,3,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,3,2,7,6,1,1.609612
283,96246604,1,6,0,3,0,3,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,8,5,2,2,7,6,1,.860923
284,96227254,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,7,3,2,2,7,6,1,.860923
287,96206643,1,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,3,9,1,7,6,1,1.146645
290,96251627,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,8,1,7,6,1,2.103875
291,96224956,1,2,0,0,2,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,4,8,1,7,6,1,1.146645
292,96252217,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,4,8,1,7,6,1,1.146645
293,96220372,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,6,6,1,7,6,2,1.279059
294,96216525,1,2,2,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,6,5,6,1,7,6,2,.908417
296,96200348,1,3,1,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,4,3,6,1,7,6,1,1.440703
298,96242257,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,5,1,7,6,2,.908417
299,96200287,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,5,5,1,7,6,1,1.609612
300,96227602,1,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,5,1,7,6,2,1.279059
301,96246648,1,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,5,5,5,1,7,6,2,1.279059
302,96223176,1,3,0,3,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,4,5,5,1,7,6,2,1.294027
304,96232274,1,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,4,5,1,7,6,2,.67249
305,96100439,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,3,5,1,7,6,1,.762878
306,96246009,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,6,5,4,1,7,6,2,.908417
307,96216134,1,4,3,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,5,5,4,1,7,6,1,1.609612
308,96227509,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,4,1,7,6,2,1.279059
310,96247290,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,4,1,7,6,1,1.609612
313,96255209,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,6,3,1,7,6,2,.908417
314,96248387,1,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,6,3,1,7,6,1,1.440703
315,96248821,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,3,1,7,6,2,.908417
316,96251372,1,6,3,0,3,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,6,5,3,1,7,6,1,1.146645
317,96251516,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,6,5,3,1,7,6,1,1.146645
318,96233365,1,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,5,5,3,1,7,6,2,1.279059
319,96205459,1,2,2,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,5,3,1,7,6,2,1.294027
320,96208200,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,3,1,7,6,1,1.440703
321,96216314,1,15,13,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,3,1,7,6,2,1.294027
322,96219039,1,5,3,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,3,1,7,6,2,1.294027
323,96238452,1,3,0,0,0,3,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,4,6,6,1,.754955
327,96253183,1,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,8,5,4,4,6,6,2,.67249
328,96225860,1,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,3,13,3,6,6,1,.762878
329,96215023,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,3,11,3,6,6,2,.765662
332,96238607,1,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,9,3,6,6,1,1.609612
333,96216017,1,2,2,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,6,3,6,6,1,.860923
334,96213690,1,1,0,0,0,0,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,6,6,2,.817959
335,96221160,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,11,5,13,2,6,6,1,.754955
337,96218569,1,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,5,13,2,6,6,1,.762878
338,96228314,1,4,1,2,0,1,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,5,13,2,6,6,1,.849038
340,96215763,1,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,4,13,2,6,6,1,.762878
341,96200842,1,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,4,13,2,6,6,1,.762878
342,96200810,1,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,6,6,1,.754955
343,96224505,1,14,5,8,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,11,3,13,2,6,6,1,.754955
